feature	ATF3	CTCF	E2F1	EGR1	FOXA1	FOXA2	GABPA	HNF4A	JUND	MAX	NANOG	REST	TAF1
E2F1_top3_+-13	0.00117648466412354	0.00108365416246548	0.00142838277744081	0.00118672278578773	0.00147526241884855	0.00131839231722087	0.00116593465163713	0.000997117726869907	0.00153646789151602	0.0010877928743249	0.00176902985479908	0.00112470115651807	0.00142702537555968
E2F1_top4_+-0	0.00135294169356905	0.00146535390092993	0.00318695851663408	0.00133423843852457	0.00166245597079608	0.00186851157006342	0.00162846211879742	0.00165371515489031	0.00126647910603205	0.00148480781715147	0.00138419900003761	0.00140861223230431	0.00137023314147817
E2F1_top4_+-1	0.00164837352175512	0.00179671293819067	0.00634520078324419	0.00196463297137313	0.00147778381938621	0.0019278417098214	0.00218518729523101	0.00168058820659406	0.00149804194749514	0.00196292967446811	0.00169503310482496	0.00170867672795615	0.00265522371997505
E2F1_top4_+-3	0.00119669804090755	0.00139623974924269	0.00665333439797792	0.00186931419619895	0.00154360162429139	0.00163557053284394	0.0022098111681355	0.00153419382913897	0.00111884392422349	0.00228644325962924	0.00154645433810592	0.00125481780408057	0.00245211795457514
E2F1_top4_+-5	0.00102916475240598	0.00140579214313396	0.00425308180422572	0.00159324301239764	0.00145503312767483	0.00153887983511756	0.00175061753005268	0.000546290407374293	0.00126409873867995	0.00177125438566463	0.00154288887857591	0.00159228947954171	0.00221889510447944
E2F1_top4_+-7	0.000860781075406532	0.00128332205670555	0.00267557231213475	0.00116014150112761	0.00141457454532737	0.00166538887106974	0.00140475013001665	0.000749245702067979	0.00124528861816591	0.00131494916982014	0.00161717826193543	0.00128024999123565	0.00166728191651775
E2F1_top4_+-9	0.00173231634386558	0.00126757105578933	0.000908611871425508	0.00108586600001131	0.00128038849154313	0.00138798621539543	0.00129132059020095	0.00109859537421675	0.000910540981634336	0.0011196335771222	0.00126057845002867	0.0014658866773064	0.00135554964186984
E2F1_top4_+-11	0.000951170887596753	0.00133170828280314	0.00105475704016491	0.000757299200470544	0.00127282428993016	0.00150966524738686	0.00124306149209023	0.0013103800422097	0.00104378235533881	0.00109189158599812	0.00139103728571225	0.00128722514868817	0.0012711242863711
E2F1_top4_+-13	0.00104765029271584	0.00124853040752866	0.00120794331467471	0.00111723009303333	0.00151824240173366	0.00142187753874006	0.00138564887166481	0.000999932540701007	0.00123308251542013	0.00121587643522077	0.00201241286190155	0.000937684635674064	0.00130205611858616
EGR1_top1_+-0	0.00122866455361183	0.00207240811334062	0.00125257272511553	0.0116341134768759	0.00140185136889416	0.00136873817227981	0.00148462180553684	0.000802991805475482	0.00131773127223568	0.00130127165630838	0.00205876383579174	0.00175228837143622	0.000946762256572264
EGR1_top1_+-1	0.00184334396257645	0.00260357063436204	0.00161988550710038	0.0286562969820486	0.00184478098228567	0.00178653612529341	0.00198838948850075	0.00125381912497109	0.00193428935465636	0.00124344710541743	0.00313598682395741	0.00266400920336009	0.00192634021398217
EGR1_top1_+-3	0.0015834336750836	0.00186687993257443	0.00178378187155754	0.0137091536786803	0.00189016619196353	0.0017462287875769	0.00144266927984151	0.00147443316626331	0.00198535083942972	0.00173395498797709	0.00227035034050947	0.00243708542604472	0.00166981155358828
EGR1_top1_+-5	0.00094887739260929	0.00160850807002625	0.00147412962579245	0.00411407115589586	0.00162706923296018	0.00172177223107959	0.00152120933931865	0.00121811669996808	0.00144789597475617	0.00141045819711931	0.00160648188334538	0.00140168632817269	0.00145027273650824
EGR1_top1_+-7	0.00166288705317657	0.00147085789815662	0.00119540427760988	0.00160581531878542	0.00176626904438351	0.00166621786263897	0.00136865107292953	0.00116718541039167	0.00143263827357499	0.00118703422427687	0.00180409918332844	0.00145221125045485	0.000913084885800602
EGR1_top1_+-9	0.00146768519990595	0.00154167249459396	0.00107492510999349	0.0019888615409153	0.00168028003517706	0.00165700833686578	0.00123689764889534	0.00142388680849286	0.00104631250362222	0.00134864718355663	0.00121481274290927	0.00136001438751449	0.00142190694288829
EGR1_top1_+-11	0.00138809411885454	0.00140734997914907	0.00114051141813902	0.00121755477307324	0.00126786861916352	0.00144693784573246	0.00144754061460864	0.0023131273967418	0.00171037076690732	0.00117438678718669	0.00125701299049866	0.00128351614356462	0.00127323400994778
EGR1_top1_+-13	0.00129550529808266	0.0017536117365741	0.00106621712411232	0.00172020574914668	0.00182953640531481	0.00188429037855529	0.00152736081401748	0.0012329606327355	0.00133232326386312	0.00109146928862459	0.00201627095481696	0.00173078974348353	0.00159776260244912
EGR1_top2_+-0	0.000924273324631807	0.00166380363712419	0.00102517937917899	0.00354520930991321	0.00107803749293341	0.00099449155053233	0.00120220168088449	0.000782133313239893	0.00113170303347294	0.000969512630378842	0.00210809500244115	0.00125994779607519	0.000703281682102282
EGR1_top2_+-1	0.00134683022944367	0.00217155576267309	0.00167277497425383	0.00679602840499259	0.00160675281147777	0.00158167414754178	0.0021182901460092	0.0011282832397516	0.00169380488797486	0.00129516948710727	0.00248936039767261	0.0017869226066574	0.0010916877514955
EGR1_top2_+-3	0.00125960402516578	0.00184041349202	0.00137442864760138	0.00323515298194521	0.00144738179575316	0.00165021381307296	0.00150355534183977	0.000546290407374293	0.00160536353896868	0.00154994766244584	0.00269410861671571	0.00151706743310079	0.00147376862456344
EGR1_top2_+-5	0.0014896169374527	0.00121337577270727	0.00120687994023995	0.0020623796149395	0.00136895698815969	0.00143350206649362	0.00103115590492946	0.00077611875377173	0.00119507895887672	0.000973920462534543	0.00159935096428535	0.00123366197501703	0.0014197880253634
EGR1_top2_+-7	0.00108452892223528	0.00098477530571159	0.00111561866620946	0.00129433253971054	0.00166494832789752	0.00133665810042045	0.00107667961829044	0.00177003673500458	0.00123762296352868	0.00104776452836266	0.00155744335008136	0.00106736676989242	0.00110971952053638
EGR1_top2_+-9	0.00108576682208807	0.00121951275581657	0.00103724296880241	0.00164114374255416	0.00110832334282155	0.00124668063086743	0.00110264283176161	0.00103282015187292	0.000966136291221629	0.000948444148653983	0.00124275115237861	0.000989665933180815	0.00100633320768532
EGR1_top2_+-11	0.00105988120690247	0.00108110941354216	0.000887827068079482	0.00111623146579707	0.00128038849154313	0.00146535689727885	0.000898568592797309	0.000749245702067979	0.00112541576935738	0.00115454538769678	0.00100293360480615	0.000839347380135856	0.000840286461561907
EGR1_top2_+-13	0.00105562612031997	0.00154901430114424	0.000931634840602956	0.00135532925232401	0.00132591891840212	0.00136111465691776	0.000967128062296186	0.00121491695433102	0.00114547429702702	0.00101488057783764	0.00158152366663528	0.00107458284033588	0.00113392656317264
EGR1_top3_+-0	0.00110599927502425	0.00178050015122069	0.00111214503158459	0.0023239117531467	0.0013285564926847	0.00118591774904512	0.00195264815202218	0.000716358090896065	0.00128495602580472	0.00128730324971032	0.00213989150482589	0.00126951550710069	0.00102408670890491
EGR1_top3_+-1	0.00126097651067287	0.00258435310680058	0.00105288064349208	0.0048213056367259	0.00163219916434418	0.00132186155184462	0.00295513462446572	0.00109258081474858	0.00151318986672751	0.00149719846638263	0.00297612641187754	0.00218913990469283	0.00137113316230112
EGR1_top3_+-3	0.000906611888384924	0.00148386492526864	0.00126461212037701	0.0029361395484396	0.00151569195775977	0.00150566423499536	0.0018040456581699	0.00102680559240476	0.00123206267990393	0.00174377710960701	0.00260526476185073	0.00199068393762721	0.0015457171885387
EGR1_top3_+-5	0.0011897173078717	0.00122472081467133	0.00167850235339279	0.00210854708102191	0.00132844031893978	0.00131944654986425	0.00133336411635965	0.00114632691815609	0.00106476706562499	0.00124422666155428	0.00210423690952575	0.00131472924429606	0.00126918752905681
EGR1_top3_+-7	0.000775337687176586	0.00111079142148647	0.0014451862787652	0.0013179652407452	0.0012727662030577	0.001236642113525	0.00131155410278785	0.00167777339276295	0.00097782733845118	0.00127053988339798	0.00191404316198811	0.00123269373275839	0.00116158321021221
EGR1_top3_+-9	0.000779475418821368	0.00106484826476107	0.00126320455722488	0.00116149998627251	0.00115640421365443	0.001266307183404	0.00128822093216214	0.00109258081474858	0.00104388422334373	0.00110372438517638	0.00109832311196036	0.00125290057042191	0.0011570703240947
EGR1_top3_+-11	0.00100539907121893	0.00116372936575521	0.00102615788185502	0.00111284454700817	0.00133606260742522	0.00132246530233971	0.000874566452708918	0.00111945386645233	0.000923499699953193	0.00120976860215489	0.00224627002395554	0.00140413318526657	0.00103904896824996
EGR1_top3_+-13	0.00121886005919245	0.00126470342058292	0.000808557739755116	0.0010677752992208	0.00160936134232411	0.00125226765367007	0.000916796613212236	0.00103282015187292	0.00117560395330078	0.00119530622115217	0.00224568475718475	0.00136637759247924	0.00111736480152649
EGR1_top4_+-0	0.00164852106427588	0.00156928747171329	0.00197349307630299	0.0023880474179494	0.0016447190367238	0.0018823258587232	0.00153812914933313	0.00156708144031089	0.00160347102146129	0.00110110208930907	0.00218594984533069	0.00168996852770809	0.00111879774870085
EGR1_top4_+-1	0.00191460966080175	0.00184308914506342	0.00259866153136567	0.00331121295949741	0.00177638368997038	0.00224456944329618	0.00237007634436529	0.00163285666265471	0.00218559702011357	0.0017389265241348	0.0024400292310232	0.00222750560208705	0.00205339586705259
EGR1_top4_+-3	0.00103989163257877	0.00145205202140435	0.00202120354392742	0.00314601706111209	0.00173079517623892	0.00148664143295388	0.00204493845878778	0.00101196165963733	0.00167918771297068	0.00218788378239987	0.00186441936195329	0.00142254201346138	0.0022456540709597
EGR1_top4_+-5	0.000562496797579334	0.00117962578772504	0.00135339349205867	0.00185985330069701	0.0016397052790847	0.00170954395283094	0.0015277130391428	0.00114632691815609	0.00166222952237309	0.0019404504427577	0.00136637170238753	0.00131939093781515	0.00208120349785344
EGR1_top4_+-7	0.00101216553835046	0.0011786689477315	0.00165594821773604	0.0013695169709166	0.00159411676535325	0.00162575725657565	0.00142862960916937	0.00167457364712589	0.0012043966725282	0.0013104228506549	0.00129564777855803	0.000989600915107901	0.0009662084535179
EGR1_top4_+-9	0.00117789265058251	0.00133755129425321	0.00150187066315016	0.00150501892190333	0.00170042219604211	0.00143388057591457	0.00165411496407451	0.000928527690694978	0.00116212499658882	0.0014036513153852	0.00147245758813179	0.000837024662693034	0.00155833575716484
EGR1_top4_+-11	0.00139906676216812	0.00135536487657192	0.000777814252134483	0.00140758159625422	0.00168520666250747	0.00177506486588666	0.00151411666116274	0.000850723349414822	0.00134681645553158	0.00126773002331986	0.00124631661190862	0.00120973225894508	0.001343417784144
EGR1_top4_+-13	0.00083575592337605	0.00129226830583639	0.000631113027274422	0.00175167203372394	0.00147781286282244	0.00137492894557754	0.00128769043072127	0.000943371623462401	0.00135462665489061	0.00123852883833954	0.00134527157859284	0.00144619098546237	0.00183589022213757
FOXA1_top1_+-0	0.00116538998703873	0.00149421572714664	0.00112603095440478	0.00133768365090407	0.0033122178085952	0.00389681974892855	0.00145617657936634	0.00153137901530787	0.00109858222616964	0.000799643265562231	0.00137706808097758	0.00201207541516515	0.00104068181086919
FOXA1_top1_+-1	0.00113727591044745	0.0015849893941525	0.00161193754257122	0.00145654511763575	0.011201681166613	0.0137406743576052	0.00146559641338787	0.00184784107628473	0.00155014915918446	0.00110782279895295	0.00230571230242422	0.0027952821205927	0.00136777597810104
FOXA1_top1_+-3	0.00106655803119698	0.00143602690433525	0.00119311204830239	0.00109898795095483	0.004987077478026	0.012395698372816	0.00118985106664924	0.00162402728935545	0.00149072755205207	0.00127325123950264	0.00148671942625186	0.00211966013844558	0.00110414116004694
FOXA1_top1_+-5	0.00138885460134192	0.0014787980539247	0.000995311592951758	0.00104821172607591	0.00207240407314443	0.00531010083528266	0.0013663089917286	0.00157911055924721	0.00132308280783124	0.00109494424948323	0.00181508819530388	0.00133332186292631	0.0012223945101034
FOXA1_top1_+-7	0.000894636976831101	0.0013529984406179	0.00136380578025398	0.000997570920652506	0.00155881715782603	0.00238753301096264	0.00107906727295187	0.00160598361095096	0.00150638824259356	0.000861883240262006	0.00128880949288339	0.00121192790091628	0.000975438694726821
FOXA1_top1_+-9	0.00097920317569745	0.00130021491246241	0.00113474555420667	0.00117023383558882	0.00150311399850771	0.00192844546031649	0.00148262572495185	0.00127467761720668	0.00113298953107741	0.00109035344188073	0.00101690280954082	0.0014074222271053	0.00122788719386967
FOXA1_top1_+-11	0.00110360670470924	0.00135475616703894	0.00132888470189108	0.00127046384413275	0.00163208299059927	0.00198860459164371	0.00126546023708792	0.00084189397611556	0.00114368929019348	0.000946436946479445	0.00238683997145837	0.0013982807277349	0.00100903315062276
FOXA1_top1_+-13	0.00113412057332878	0.0015124056404034	0.000845692789587494	0.00138273279196236	0.00171314537247532	0.0016551970853805	0.0012161562795879	0.00132842372061419	0.00141035102932471	0.00104623606350901	0.0016807712667049	0.00139652559768727	0.0015896952707822
FOXA1_top2_+-0	0.00101648539357279	0.0010584648957349	0.000762254835282816	0.0009161884463493	0.00225458386745288	0.00172818824545147	0.00101967000681163	0.0013131948560408	0.00094087878043253	0.000715696432333873	0.001105161397635	0.00177102132122223	0.000885022831924193
FOXA1_top2_+-1	0.0011124910157685	0.00125919282435574	0.00166805819432479	0.000931942720168745	0.00525298627192928	0.00415528089818085	0.000980045076431131	0.00181776827894392	0.000923951029540086	0.000834192107921296	0.00145819575001174	0.0021453703919964	0.000937443137233809
FOXA1_top2_+-3	0.000961014469961789	0.00105379268799909	0.000796753467090339	0.00105638954981563	0.00268215273012861	0.0037361941485576	0.0010231511280986	0.00104484927080924	0.000981784439355619	0.000732317679334377	0.00108406127384031	0.00140016062684749	0.000934832581603571
FOXA1_top2_+-5	0.000989994000149366	0.00096061740018338	0.000741485610619456	0.00109554586184549	0.00133351216345133	0.00197713333223696	0.000855148875132545	0.000782133313239893	0.000982721722113272	0.000771435142833752	0.00101690280954082	0.000879786105881503	0.000787576702637375
FOXA1_top2_+-7	0.000670749164129275	0.000990930737979058	0.000803332353260758	0.000894318799912261	0.00128290989208079	0.00153351805338907	0.000802216274044887	0.000850723349414822	0.00106491440600319	0.00076709344935589	0.000875747595267205	0.000923660116533407	0.000773202520447464
FOXA1_top2_+-9	0.000952026945782532	0.00110315524011312	0.000585529308519512	0.000887728340514491	0.00159915956642856	0.00117791572426211	0.00100029488318868	0.00138216982402169	0.00117417080445446	0.000825376537786967	0.00110159593810499	0.000883704212878436	0.000858812893606847
FOXA1_top2_+-11	0.000772779041007248	0.00103882444828383	0.000755159666036345	0.00105976365091963	0.00143981759414018	0.00115746018015632	0.000797313762391732	0.000498558863434952	0.001023479318196	0.000803824246611035	0.00136964452853216	0.000887295315381723	0.000755777356974302
FOXA1_top2_+-13	0.000445846854109822	0.00102677918030546	0.000984821046918431	0.00113107928462932	0.0011868352807237	0.00140383699661463	0.000925447746302025	0.000821035483879968	0.00115496806184094	0.000774676600638419	0.00134170611906283	0.0014896384858705	0.000850108973369642
FOXA1_top3_+-0	0.00115932420128227	0.00100657639544014	0.00140644737706007	0.000834516834657251	0.00156629422913032	0.0012701549274487	0.00121799489154646	0.00082385029771107	0.000853997851263814	0.001029728222549	0.0017015787571142	0.000973338502329853	0.000955038113183396
FOXA1_top3_+-1	0.000803346314215837	0.00110900913630753	0.00175138673342612	0.000841317605020635	0.00206991171604301	0.00221422865019476	0.00147615695251527	0.00158793993254647	0.00100210843783959	0.000949374574647016	0.00116846176901908	0.00136890677956231	0.00109675932126862
FOXA1_top3_+-3	0.000567845446220303	0.00101177105210219	0.00120796750903665	0.000967372015368423	0.00165732603941209	0.00251759257715802	0.00100007088568675	0.00103883471134108	0.00120578134796298	0.00078450370187669	0.00105910305713021	0.00105341922331093	0.000956232805916447
FOXA1_top3_+-5	0.000851502505986561	0.00093169882862529	0.000863028152670597	0.000949728444039739	0.000979296263857528	0.00138941895745976	0.00099957254901425	0.000809006364943646	0.000845665052177417	0.00100247845441984	0.00114408881907977	0.000929776977442122	0.000719483348692359
FOXA1_top3_+-7	0.000673842354438348	0.00103767296941631	0.000819142122309117	0.000744222228661694	0.00124749411080865	0.00139659199067352	0.000891514395457935	0.000883610960586738	0.000874144957402613	0.00069957381624027	0.00128197120720876	0.000878233178001585	0.000731112475586738
FOXA1_top3_+-9	0.000703581356085744	0.000965537796515665	0.000868794016602951	0.00115095352395505	0.00129305358110388	0.00116508369551837	0.000807124112549494	0.000877596401118573	0.00122145279161796	0.000712281684966789	0.00115449256428442	0.000606163208686756	0.00085107757498037
FOXA1_top3_+-11	0.00102753393879731	0.000826690487620564	0.000937032321456	0.000730737242549078	0.00101726248910355	0.00109473277850192	0.000932564854965808	0.00059120713748253	0.000887657277477169	0.000578942947375686	0.001426399247627	0.0010774323801249	0.000900381225233474
FOXA1_top3_+-13	0.0010661132718184	0.00103069007418794	0.00107785826718037	0.000875684279159489	0.00112359696322864	0.00118871126044644	0.000760579811001061	0.000833064602816295	0.000796993744124404	0.000772320731810199	0.00105910305713021	0.0011468995830994	0.00095671139108915
FOXA1_top4_+-0	0.000624112074903561	0.00117122825727046	0.00113545812600334	0.00121637959685509	0.00143987568101264	0.00170131668697379	0.00165222763052524	0.000713543277064963	0.000987886675026495	0.0011077168106781	0.00144036845236167	0.00108799893262713	0.000976341245034498
FOXA1_top4_+-1	0.00105614353609777	0.00125131651526906	0.00110711593381086	0.00105825186129194	0.00216859485824643	0.0021634229900954	0.00166713170283869	0.00131639460167786	0.00097314769128702	0.00120493462185481	0.00153932341904589	0.00133547784267758	0.00128530546239454
FOXA1_top4_+-3	0.00102701025795964	0.00111202244360071	0.0013308327424812	0.00112524284162289	0.00156887371654043	0.00225083218932124	0.00122586558463175	0.00122694607326734	0.00109669344511463	0.000997700486853875	0.00115478519766981	0.000997366282966524	0.00113982934580573
FOXA1_top4_+-5	0.000845889447607159	0.00106921082862822	0.000998003362703891	0.0011208489528757	0.00172812855852013	0.0014477668373017	0.00107328320175354	0.00137014070508537	0.00104977146009717	0.000917049644332818	0.00160677451673077	0.000858081124209806	0.00101270754137166
FOXA1_top4_+-7	0.000833080405079316	0.00106547920751348	0.000715607742093148	0.000811028509108697	0.00134623533988453	0.00119852453671473	0.000805648135611446	0.0010745371363441	0.000992758673688895	0.00076558951848312	0.00150039599760113	0.000775098838619827	0.00103828731663034
FOXA1_top4_+-9	0.000816349944350545	0.00103631802356998	0.000666762256116666	0.000642680345161378	0.00148528993412674	0.00133929834347496	0.00106445996540434	0.000904469452822325	0.00104109838709419	0.000886420083750647	0.00114408881907977	0.000782251572163647	0.000649357651454101
FOXA1_top4_+-11	0.00115609256656848	0.00100108213080201	0.000977006691954573	0.000598126296025463	0.00118167630590348	0.0013811916916026	0.000992887741078532	0.000734401769300555	0.00108137226127153	0.000779481616077321	0.00116518894287446	0.00109083828620575	0.00079483106257139
FOXA1_top4_+-13	0.000920072734516645	0.00108664931922549	0.000801978853584696	0.000988384489691786	0.00123479997781167	0.00136435865046736	0.00115812989580474	0.00118804390262726	0.000980037733043842	0.000801076835636519	0.00108049581431029	0.00112865814360558	0.000895242593286217
FOXA2_top1_+-0	0.00104671206883589	0.00126619362352342	0.000756223040471103	0.00104900504273554	0.00387904456956672	0.00651487879513031	0.00104619433662214	0.000815020924411805	0.000936862605452449	0.000801238948407576	0.00126414390955869	0.0016863799247221	0.001042848767949
FOXA2_top1_+-1	0.00117119662842569	0.00171355442327926	0.00115711863074278	0.00148016877138749	0.0191297206620375	0.0251794043290961	0.00133808657100992	0.00248639482590064	0.00141820374997493	0.00106052054880235	0.0017015787571142	0.00206437821727545	0.000962097094402781
FOXA2_top1_+-3	0.00110417095214188	0.00152896765553027	0.000552571849429399	0.00106253921730044	0.00624228100762876	0.0227097866090676	0.00135910257066446	0.0016509003410592	0.00124283840977088	0.000958333646545864	0.00159935096428535	0.00127140696905379	0.00102980470282443
FOXA2_top1_+-5	0.000973681364727111	0.00144081895033908	0.00079228575110677	0.00112164475392666	0.00264163606090871	0.00812260483247267	0.0012463427509289	0.000991103167401743	0.00123224818233294	0.00114853848410744	0.00159251267861071	0.00122795926644196	0.00118129594429679
FOXA2_top1_+-7	0.000901469369022432	0.00144406571500507	0.00128801008655448	0.00107539835429468	0.00196111392825272	0.0023213363746845	0.00125944218502715	0.00130155066891044	0.00129479173654452	0.00102783701601975	0.00147929587380643	0.00124058210143036	0.000878233601622628
FOXA2_top1_+-9	0.00123457401673994	0.00143486915192749	0.001062048498132	0.00117242882793329	0.00175861771246186	0.00196852755695886	0.0015523319969717	0.00134045283955051	0.0011728314755918	0.00101139274799438	0.00257405352623678	0.00135755188115265	0.00120164312376542
FOXA2_top1_+-11	0.00140294599459282	0.00156555451852634	0.000894209665529277	0.00135622447897942	0.00149299935292084	0.00178872588619963	0.00125524496676158	0.000659797173657463	0.00121095584168687	0.000852629858898793	0.00174763709761899	0.00126988774588945	0.00128506524368023
FOXA2_top1_+-13	0.00130333160675617	0.0016297151357053	0.00142867290268212	0.00125826105324469	0.00167520819066552	0.0017337752682541	0.0016654759855832	0.00114632691815609	0.00132805379879089	0.00105396378822325	0.00148999225239648	0.00161106568975939	0.0015923304035168
FOXA2_top2_+-0	0.000726905228733156	0.000959828416719746	0.000919008580938158	0.00085613119923394	0.00282906196034606	0.00238610026889831	0.0011491986555119	0.00103282015187292	0.000831639663350388	0.00060639626067802	0.001105161397635	0.00103144859509238	0.000778571096633188
FOXA2_top2_+-1	0.00085123260253134	0.00129658561899133	0.0013220398848413	0.00125569172305705	0.00679881886239605	0.00661482280929841	0.00127258280867614	0.00208048423651327	0.0010244322278933	0.000781966757710949	0.00196278906186674	0.00136496042452072	0.00098743185797218
FOXA2_top2_+-3	0.00082126660921138	0.00126732537533236	0.00117331236155311	0.000710766977053884	0.00349181811549353	0.00647389573419137	0.00104656812608801	0.00167777339276295	0.00112063227949171	0.000758831448034045	0.00133100974047279	0.0011799456733446	0.0010079000698932
FOXA2_top2_+-5	0.000727451502064143	0.0011139419061877	0.000599759420057062	0.00116127427899663	0.00156130951492745	0.00235001918464745	0.00128177218319652	0.000612065629718122	0.00104343366081691	0.000775871419198358	0.00108049581431029	0.00104890742106429	0.000636519524016949
FOXA2_top2_+-7	0.000882796365828964	0.000992900972140132	0.00080694727396165	0.00112721608897154	0.00160939038576034	0.00149864447012839	0.000924666259060688	0.00125663393880219	0.000917930530512901	0.000769223076132438	0.000889716800001867	0.00113272431673638	0.00061030806116778
FOXA2_top2_+-9	0.00114544477752783	0.00109486233173271	0.000643301261701176	0.00081607981894041	0.00127537473390404	0.00134707512718382	0.000869503985308127	0.000573163459078044	0.000803363843586098	0.000651721531486911	0.00106979943572025	0.000788774515557164	0.000519736869863547
FOXA2_top2_+-11	0.000854826541601536	0.000973167217057201	0.000683369468720426	0.000836379952693469	0.00127531664703158	0.00137658692871601	0.000758528128588787	0.00101797621910549	0.00103447602985674	0.00065902330494227	0.00164540930479015	0.000962112246145659	0.00107296254046685
FOXA2_top2_+-13	0.000929448941403157	0.00124467302335577	0.000765571954231663	0.000844863199997644	0.00117912586192959	0.00153374329446321	0.00104980202919197	0.000982273794102478	0.000977079344124246	0.000726111137966146	0.000829689254762406	0.0010687517073202	0.000894144372679647
FOXA2_top3_+-0	0.00100549133294937	0.000964178219782145	0.00122500613295774	0.00112624616510731	0.00174093886526201	0.00216878477182389	0.00146804051597603	0.00103883471134108	0.000951777744476334	0.000864523688900544	0.000596709992864593	0.00171128986099158	0.000959570128260392
FOXA2_top3_+-1	0.0012176265201542	0.000942463869822889	0.00102626694797569	0.000773225447831882	0.00360087729420987	0.00368931752812241	0.00121470937160107	0.0020207235736376	0.000827280699047226	0.000888114265681328	0.000893282259531882	0.00108210517963961	0.000907216043250269
FOXA2_top3_+-3	0.000936072005215881	0.00092632163384618	0.00139170994720842	0.0010412582209143	0.00226466946960352	0.00402491479529185	0.000904036347678667	0.00119687327592653	0.00107160820585454	0.000843806298842988	0.00100977189048079	0.000809263074363657	0.000892862786718549
FOXA2_top3_+-5	0.000730065666208244	0.000840001395754053	0.000880441773591711	0.000845193692998034	0.00104259266822505	0.00211368088553155	0.00102271045829789	0.00122093151379918	0.000803454562048348	0.00075827603792517	0.00135924078332751	0.000879309418759077	0.000682692741852642
FOXA2_top3_+-7	0.000646402918113156	0.000880728864264432	0.000648276295998843	0.00101057587356506	0.00117660446139193	0.00115323392669067	0.000773183472299737	0.000784948127070995	0.000861965055613349	0.000834384719922475	0.00113695790001974	0.000892907862158478	0.000666799368951198
FOXA2_top3_+-9	0.000404783602270225	0.0010690158078505	0.000852271675757913	0.000932149134337097	0.000986889508906734	0.00129355725130262	0.000879470163275287	0.00138498463785279	0.00115700709834003	0.000742488893134943	0.00110159593810499	0.000793431447049202	0.000707490693809153
FOXA2_top3_+-11	0.000831802842597279	0.000944375739847095	0.000734178573969692	0.000902332879516671	0.00115643325709066	0.00112719135978223	0.000927150484911168	0.000937357063994238	0.000978277127504621	0.000824800563831622	0.00129921323808805	0.000892150790555636	0.000822884324753299
FOXA2_top3_+-13	0.00086272923697206	0.000937551075295987	0.000992300177926882	0.000815016397675477	0.00145749644134002	0.00144957808878698	0.000887154420693689	0.00142107199466177	0.00103279070280419	0.00063129475231148	0.00148999225239648	0.00105783631898135	0.000963560933967012
FOXA2_top4_+-0	0.000705308595820284	0.00094728154582331	0.00140780984149808	0.00120391098833368	0.00202174371490144	0.00164817732051354	0.00121021814422317	0.00164168603595397	0.000917129754069252	0.000999581411485328	0.00138419900003761	0.00121380478572586	0.00119585506113725
FOXA2_top4_+-1	0.000878108807927988	0.00108490733150163	0.00119667951944793	0.000846759733271187	0.00419761234039858	0.00207858206119673	0.00134812191336928	0.00219079125715937	0.00114097040714162	0.00118660640808525	0.00126057845002867	0.0014182068941001	0.00134612479871492
FOXA2_top4_+-3	0.000887687880346001	0.00118982886445264	0.00087556057581472	0.00110123474863341	0.00211028316808178	0.00202385668432534	0.00115236261435958	0.00101196165963733	0.00105528281821599	0.000947028222653538	0.00084038563335245	0.000866327562403729	0.00109499330228103
FOXA2_top4_+-5	0.000844892126081094	0.00100843264956787	0.00103248641582875	0.00082732591798687	0.00152583564678287	0.00162273850410019	0.00108919157579847	0.00145677441966478	0.000945880797912583	0.0007347458724407	0.00126057845002867	0.00134795591906062	0.000803711551274856
FOXA2_top4_+-7	0.000655587248506989	0.00101220330197709	0.000794164498620839	0.000692607952091287	0.00135374145462505	0.00159729968768684	0.00100282897349533	0.000653782614189298	0.00100247661548904	0.000846317198932707	0.00132417145479815	0.00105081569105908	0.000739398872980235
FOXA2_top4_+-9	0.000544218382456717	0.000987142028386354	0.000857881024014249	0.00112333392482366	0.00134116349537299	0.00127936445322189	0.00101445674698568	0.000833064602816295	0.000837898957766612	0.000808553663282919	0.00157111992143063	0.00073499996127038	0.000676921060658425
FOXA2_top4_+-11	0.00100846465410103	0.0012111606156087	0.00102739335064846	0.000679812172539955	0.00129047409369376	0.00130699303054146	0.000879251069961849	0.000952200996761663	0.00101056643587706	0.000763990930551283	0.00109119219290034	0.000832895110559936	0.000742124351187253
FOXA2_top4_+-13	0.000742556621471668	0.00117761289872093	0.000783329763870144	0.000946240925173237	0.00131079051517617	0.0013362795909995	0.00101117735560874	0.000477700371199364	0.00114698920204039	0.000602210169664955	0.00146176120954175	0.00101196963679344	0.000871361211586185
GABPA_top1_+-0	0.00128390801574665	0.00170752292080373	0.00118181509395171	0.0018977451632803	0.00169540843840302	0.00175604206384518	0.00547368881683663	0.00151653508254045	0.00179590337794491	0.00135966890781885	0.00157439274757525	0.00285616479922487	0.00147926531742315
GABPA_top1_+-1	0.00168531389355942	0.00252023614805911	0.00216080959954101	0.00265343089464862	0.00276822886964375	0.00231514560138677	0.0255113203813279	0.00237007324578637	0.00194905330745668	0.00202661744957864	0.0022314229190647	0.00761072928918017	0.0035713817940666
